CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
1184;LEVADURA INST.500G.EUROPEAN             ;8680200000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;levadura  500g.europ; ;0;1130
1185;NECTAR MANZ.200CC.COLUN UNIDAD          ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar manz.200cc.. ; ;0;190
1186;ARROLL.HUASO PF                         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;CERVEZA                                 ;                                        ;ACTIVO                                  ;S;S;N;arrollado huaso pf  ;S;0;3630
1187;YOGHURT ENDULZADO*36 SOPROLE            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;yoghurt*36endulzado ; ;0;4392
1188;PACK JAMON SERRANO 75G.REC.ABUELO       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;pack jamonserrano 75; ;0;980
1189;ENERGY HELL 24*250ML.DISP               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;energy hel24*250ml  ; ;0;17472
1190;HUEVO SEGUNDA *50C.PALET                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;INSUMOS                                 ;????????????????????????????????????????;                                        ;INACTIVO                                ;S;S;N;huevo 2a  50c.palett; ;0;801000
1191;MANI S/SAL KILO SABU                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;mani s/salsabu kilo ; ;0;2490
1193;PALMITO ENT.400G.ESMERALDA              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;INSUMOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;palmito en400g.esmer; ;0;1380
1195;AZUCAR 5 KGS.CAMSA                      ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;AZUCAR                                  ;                                        ;ACTIVO                                  ;S;S;N;azucar *5ncamsa     ; ;0;3150
1196;LECHE FRUTILLA 24*200ML.COLUN           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche frut24*200ml  ; ;0;6672
1197;ESTRELLITAS CEREAL 500G.NESTLE          ;7613030000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;ESTRELLITA500G.NESTL; ;0;2170
1198;CEREAL MILO 500G.NESTLE                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;MILO CEREA500G.NESTL; ;0;2530
1199;ZUCOSOS CEREAL 530G.NESTLE              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;ZUCOSOS   530G.NESTL; ;0;2130
1200;QUESO CHANCO MINI EL RINCON             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso chanmini el r ;S;0;3890
1201;QUESO ESP.PIMENTON 250G.MATTHEI         ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso esp.pimenton  ; ;0;1960
1202;QUESO CHANCO EUROBLOCK                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso chaneuroblock ;S;0;2980
1203;QUESO ESP.OREGANO 250G.MATTHEI          ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso esp.oregano   ; ;0;1960
1204;PACK PECHUGA PAVO 250G.SOPRAVAL         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;PECHUGA                                 ;                                        ;ACTIVO                                  ;S;S;N;pack pechu250g.sopra; ;0;998
